num;length;end;level;newend;withpadding;sec
1417;17;45825;COBB;46230;46240;4624
1418;39;45864;COBB;46269;46279;4627,9
1419;34;45898;DL1;46303;46313;4631,3
1420;15;45913;DL1;46318;46328;4632,8
1421;17;45930;COBB;46335;46345;4634,5
1422;25;45955;COBB;46360;46370;4637
1423;21;45976;COBB;46381;46391;4639,1
1424;23;45999;COBB;46404;46414;4641,4
1425;15;46014;COBB;46419;46429;4642,9
1426;18;46032;COBB;46437;46447;4644,7
1427;47;46079;COBB;46484;46494;4649,4
1428;37;46116;DL1;46521;46531;4653,1
1429;22;46138;DL1;46543;46553;4655,3
1430;43;46181;DL1;46586;46596;4659,6
1431;31;46212;COBB;46617;46627;4662,7
1432;49;46261;COBB;46666;46676;4667,6
1433;33;46294;COBB;46699;46709;4670,9
1434;29;46323;DL1;46728;46738;4673,8
1435;34;46357;COBB;46762;46772;4677,2
1436;81;46438;COBB;46843;46853;4685,3
1437;143;46581;DL1;46986;46996;4699,6
1438;65;46646;COBB;47051;47061;4706,1
1439;13;46659;COBB;47064;47074;4707,4
1440;64;46723;COBB;47128;47138;4713,8
1441;14;46737;COBB;47142;47152;4715,2
1442;19;46756;COBB;47161;47171;4717,1
1443;13;46769;COBB;47174;47184;4718,4
1444;17;46786;COBB;47191;47201;4720,1
1445;28;46814;COBB;47219;47229;4722,9
1446;84;46898;DL1;47303;47313;4731,3
1447;41;46939;COBB;47344;47354;4735,4
1448;26;46965;COBB;47370;47380;4738
1449;33;46998;COBB;47403;47413;4741,3
1450;16;47014;COBB;47419;47429;4742,9
1451;15;47029;COBB;47434;47444;4744,4
1452;17;47046;COBB;47451;47461;4746,1
1453;10;47056;COBB;47461;47471;4747,1
1454;22;47078;COBB;47483;47493;4749,3
1455;27;47105;COBB;47510;47520;4752
1456;14;47119;COBB;47524;47534;4753,4
1457;16;47135;COBB;47540;47550;4755
1458;16;47151;COBB;47556;47566;4756,6
1459;24;47175;COBB;47580;47590;4759
1460;26;47201;COBB;47606;47616;4761,6
1461;31;47232;COBB;47637;47647;4764,7
1462;27;47259;COBB;47664;47674;4767,4
1463;38;47297;COBB;47702;47712;4771,2
1464;32;47329;COBB;47734;47744;4774,4
1465;143;47472;COBB;47877;47887;4788,7
1466;47;47519;COBB;47924;47934;4793,4
1467;5;47524;COBB;47929;47939;4793,9
1468;8;47532;COBB;47937;47947;4794,7
1469;26;47558;COBB;47963;47973;4797,3
1470;42;47600;COBB;48005;48015;4801,5
1471;53;47653;COBB;48058;48068;4806,8
1472;28;47681;COBB;48086;48096;4809,6
1473;46;47727;COBB;48132;48142;4814,2
1474;23;47750;COBB;48155;48165;4816,5
1475;54;47804;COBB;48209;48219;4821,9
1476;42;47846;COBB;48251;48261;4826,1
1477;17;47863;COBB;48268;48278;4827,8
1478;19;47882;COBB;48287;48297;4829,7
1479;62;47944;COBB;48349;48359;4835,9
1480;20;47964;COBB;48369;48379;4837,9
1481;81;48045;COBB;48450;48460;4846
1482;22;48067;COBB;48472;48482;4848,2
1483;15;48082;COBB;48487;48497;4849,7
1484;17;48099;COBB;48504;48514;4851,4
1485;9;48108;COBB;48513;48523;4852,3
1486;44;48152;COBB;48557;48567;4856,7
1487;18;48170;COBB;48575;48585;4858,5
1488;25;48195;COBB;48600;48610;4861
1489;23;48218;COBB;48623;48633;4863,3
1490;18;48236;COBB;48641;48651;4865,1
1491;11;48247;COBB;48652;48662;4866,2
1492;9;48256;COBB;48661;48671;4867,1
1493;11;48267;COBB;48672;48682;4868,2
1494;15;48282;COBB;48687;48697;4869,7
1495;11;48293;COBB;48698;48708;4870,8
1496;32;48325;COBB;48730;48740;4874
1497;7;48332;COBB;48737;48747;4874,7
1498;7;48339;COBB;48744;48754;4875,4
1499;9;48348;COBB;48753;48763;4876,3
1500;21;48369;COBB;48774;48784;4878,4
1501;15;48384;DL1;48789;48799;4879,9
1502;21;48405;DL1;48810;48820;4882
1503;30;48435;DL1;48840;48850;4885
1504;15;48450;DL1;48855;48865;4886,5
1505;27;48477;COBB;48882;48892;4889,2
1506;21;48498;COBB;48903;48913;4891,3
1507;12;48510;COBB;48915;48925;4892,5
1508;18;48528;COBB;48933;48943;4894,3
1509;11;48539;COBB;48944;48954;4895,4
1510;12;48551;COBB;48956;48966;4896,6
1511;7;48558;COBB;48963;48973;4897,3
1512;26;48584;COBB;48989;48999;4899,9
1513;14;48598;COBB;49003;49013;4901,3
1514;12;48610;COBB;49015;49025;4902,5
1515;12;48622;COBB;49027;49037;4903,7
1516;40;48662;COBB;49067;49077;4907,7
1517;21;48683;COBB;49088;49098;4909,8
1518;22;48705;DL1;49110;49120;4912
1519;25;48730;DL1;49135;49145;4914,5
1520;19;48749;DL1;49154;49164;4916,4
1521;35;48784;DL1;49189;49199;4919,9
1522;38;48822;DL1;49227;49237;4923,7
1523;53;48875;DL1;49280;49290;4929
1524;44;48919;DL1;49324;49334;4933,4
1525;57;48976;DL1;49381;49391;4939,1
1526;19;48995;DL1;49400;49410;4941
1527;20;49015;DL1;49420;49430;4943
1528;10;49025;DL1;49430;49440;4944
1529;8;49033;DL1;49438;49448;4944,8
1530;13;49046;DL1;49451;49461;4946,1
1531;147;49193;DL1;49598;49608;4960,8
1532;27;49220;DL1;49625;49635;4963,5
1533;61;49281;DL1;49686;49696;4969,6
1534;18;49299;DL1;49704;49714;4971,4
1535;56;49355;DL1;49760;49770;4977
1536;19;49374;DL1;49779;49789;4978,9
1537;38;49412;DL1;49817;49827;4982,7
1538;14;49426;DL1;49831;49841;4984,1
1539;73;49499;DL1;49904;49914;4991,4
1540;139;49638;DL1;50043;50053;5005,3
1541;18;49656;DL1;50061;50071;5007,1
1542;37;49693;DL1;50098;50108;5010,8
1543;10;49703;DL1;50108;50118;5011,8
1544;22;49725;DL1;50130;50140;5014
1545;6;49731;DL1;50136;50146;5014,6
1546;26;49757;DL1;50162;50172;5017,2
1547;16;49773;DL1;50178;50188;5018,8
1548;10;49783;DL1;50188;50198;5019,8
1549;7;49790;DL1;50195;50205;5020,5
1550;25;49815;DL1;50220;50230;5023
1551;10;49825;DL1;50230;50240;5024
1552;11;49836;DL1;50241;50251;5025,1
1553;18;49854;DL1;50259;50269;5026,9
1554;6;49860;DL1;50265;50275;5027,5
1555;11;49871;DL1;50276;50286;5028,6
1556;30;49901;DL1;50306;50316;5031,6
1557;12;49913;DL1;50318;50328;5032,8
1558;52;49965;DL1;50370;50380;5038
1559;7;49972;DL1;50377;50387;5038,7
1560;34;50006;DL1;50411;50421;5042,1
1561;9;50015;DL1;50420;50430;5043
1562;16;50031;DL1;50436;50446;5044,6
1563;27;50058;DL1;50463;50473;5047,3
1564;99;50157;DL1;50562;50572;5057,2
1565;8;50165;DL1;50570;50580;5058
1566;27;50192;DL1;50597;50607;5060,7
1567;48;50240;DL1;50645;50655;5065,5
1568;45;50285;DL1;50690;50700;5070
1569;22;50307;DL1;50712;50722;5072,2
1570;18;50325;DL1;50730;50740;5074
1571;74;50399;DL1;50804;50814;5081,4
1572;21;50420;DL1;50825;50835;5083,5
1573;12;50432;DL1;50837;50847;5084,7
1574;20;50452;DL1;50857;50867;5086,7
1575;10;50462;DL1;50867;50877;5087,7
1576;10;50472;DL1;50877;50887;5088,7
1577;12;50484;DL1;50889;50899;5089,9
1578;54;50538;DL1;50943;50953;5095,3
1579;24;50562;DL1;50967;50977;5097,7
1580;37;50599;DL1;51004;51014;5101,4
1581;22;50621;DL1;51026;51036;5103,6
1582;12;50633;DL1;51038;51048;5104,8
1583;33;50666;DL1;51071;51081;5108,1
1584;41;50707;DL1;51112;51122;5112,2
1585;17;50724;DL1;51129;51139;5113,9
1586;36;50760;DL1;51165;51175;5117,5
1587;13;50773;DL1;51178;51188;5118,8
1588;15;50788;DL1;51193;51203;5120,3
1589;20;50808;DL1;51213;51223;5122,3
1590;12;50820;DL1;51225;51235;5123,5
1591;10;50830;DL1;51235;51245;5124,5
1592;7;50837;DL1;51242;51252;5125,2
1593;9;50846;DL1;51251;51261;5126,1
1594;15;50861;DL1;51266;51276;5127,6
1595;6;50867;DL1;51272;51282;5128,2
1596;5;50872;DL1;51277;51287;5128,7
1597;44;50916;DL2;51321;51331;5133,1
1598;22;50938;DL2;51343;51353;5135,3
1599;46;50984;DL2;51389;51399;5139,9
1600;30;51014;DL2;51419;51429;5142,9
1601;23;51037;DL2;51442;51452;5145,2
1602;50;51087;DL2;51492;51502;5150,2
1603;59;51146;DL2;51551;51561;5156,1
1604;30;51176;DL2;51581;51591;5159,1
1605;33;51209;DL2;51614;51624;5162,4
1606;15;51224;DL2;51629;51639;5163,9
1607;25;51249;DL2;51654;51664;5166,4
1608;26;51275;DL2;51680;51690;5169
1609;29;51304;DL2;51709;51719;5171,9
1610;18;51322;DL2;51727;51737;5173,7
1611;11;51333;DL2;51738;51748;5174,8
1612;22;51355;DL2;51760;51770;5177
1613;24;51379;DL2;51784;51794;5179,4
1614;33;51412;DL2;51817;51827;5182,7
1615;65;51477;DL2;51882;51892;5189,2
1616;48;51525;DL2;51930;51940;5194
1617;33;51558;DL2;51963;51973;5197,3
1618;118;51676;DL2;52081;52091;5209,1
1619;35;51711;DL2;52116;52126;5212,6
1620;15;51726;DL2;52131;52141;5214,1
1621;12;51738;DL2;52143;52153;5215,3
1622;25;51763;DL2;52168;52178;5217,8
1623;25;51788;DL2;52193;52203;5220,3
1624;20;51808;DL2;52213;52223;5222,3
1625;22;51830;DL2;52235;52245;5224,5
1626;54;51884;DL2;52289;52299;5229,9
1627;25;51909;DL2;52314;52324;5232,4
1628;10;51919;DL1;52324;52334;5233,4
1629;8;51927;DL1;52332;52342;5234,2
1630;18;51945;DL1;52350;52360;5236
1631;10;51955;DL1;52360;52370;5237
1632;9;51964;DL1;52369;52379;5237,9
1633;15;51979;DL2;52384;52394;5239,4
1634;46;52025;DL2;52430;52440;5244
1635;26;52051;DL2;52456;52466;5246,6
1636;14;52065;DL2;52470;52480;5248
1637;64;52129;DL2;52534;52544;5254,4
1638;13;52142;DL2;52547;52557;5255,7
1639;19;52161;DL2;52566;52576;5257,6
1640;11;52172;DL2;52577;52587;5258,7
1641;24;52196;DL2;52601;52611;5261,1
1642;42;52238;DL2;52643;52653;5265,3
1643;21;52259;DL2;52664;52674;5267,4
1644;51;52310;DL2;52715;52725;5272,5
1645;79;52389;DL2;52794;52804;5280,4
1646;53;52442;DL2;52847;52857;5285,7
1647;34;52476;DL2;52881;52891;5289,1
1648;13;52489;DL2;52894;52904;5290,4
1649;8;52497;DL2;52902;52912;5291,2
1650;13;52510;DL2;52915;52925;5292,5
1651;19;52529;DL2;52934;52944;5294,4
1652;13;52542;DL2;52947;52957;5295,7
1653;16;52558;DL2;52963;52973;5297,3
1654;7;52565;DL2;52970;52980;5298
1655;9;52574;DL2;52979;52989;5298,9
1656;106;52680;DL2;53085;53095;5309,5
1657;10;52690;DL2;53095;53105;5310,5
1658;7;52697;DL2;53102;53112;5311,2
1659;39;52736;DL2;53141;53151;5315,1
1660;16;52752;DL2;53157;53167;5316,7
1661;23;52775;DL2;53180;53190;5319
1662;17;52792;DL2;53197;53207;5320,7
1663;21;52813;DL2;53218;53228;5322,8
1664;24;52837;DL2;53242;53252;5325,2
1665;37;52874;DL2;53279;53289;5328,9
1666;12;52886;DL2;53291;53301;5330,1
1667;9;52895;DL2;53300;53310;5331
1668;6;52901;DL2;53306;53316;5331,6
1669;47;52948;DL2;53353;53363;5336,3
1670;13;52961;DL1;53366;53376;5337,6
1671;7;52968;DL1;53373;53383;5338,3
1672;7;52975;DL1;53380;53390;5339
1673;8;52983;DL1;53388;53398;5339,8
1674;31;53014;DL1;53419;53429;5342,9
1675;26;53040;DL2;53445;53455;5345,5
1676;39;53079;DL2;53484;53494;5349,4
1677;23;53102;DL2;53507;53517;5351,7
1678;13;53115;DL2;53520;53530;5353
1679;58;53173;DL2;53578;53588;5358,8
1680;17;53190;DL2;53595;53605;5360,5
1681;17;53207;DL2;53612;53622;5362,2
1682;14;53221;DL2;53626;53636;5363,6
1683;149;53370;DL2;53775;53785;5378,5
1684;12;53382;DL1;53787;53797;5379,7
1685;11;53393;DL1;53798;53808;5380,8
1686;16;53409;DL1;53814;53824;5382,4
1687;29;53438;DL1;53843;53853;5385,3
1688;20;53458;DL1;53863;53873;5387,3
1689;23;53481;DL1;53886;53896;5389,6
1690;24;53505;DL2;53910;53920;5392
1691;29;53534;DL2;53939;53949;5394,9
1692;27;53561;DL2;53966;53976;5397,6
1693;14;53575;DL2;53980;53990;5399
1694;18;53593;DL2;53998;54008;5400,8
1695;16;53609;DL2;54014;54024;5402,4
1696;12;53621;DL2;54026;54036;5403,6
1697;17;53638;DL2;54043;54053;5405,3
1698;142;53780;DL2;54185;54195;5419,5
1699;24;53804;DL2;54209;54219;5421,9
1700;101;53905;DL2;54310;54320;5432
1701;57;53962;DL2;54367;54377;5437,7
1702;65;54027;DL2;54432;54442;5444,2
1703;66;54093;DL2;54498;54508;5450,8
1704;15;54108;DL2;54513;54523;5452,3
1705;12;54120;DL2;54525;54535;5453,5
1706;45;54165;DL2;54570;54580;5458
1707;21;54186;DL2;54591;54601;5460,1
1708;13;54199;DL2;54604;54614;5461,4
1709;26;54225;DL2;54630;54640;5464
1710;42;54267;DL2;54672;54682;5468,2
1711;26;54293;DL2;54698;54708;5470,8
1712;12;54305;DL2;54710;54720;5472
1713;15;54320;DL2;54725;54735;5473,5
1714;8;54328;DL2;54733;54743;5474,3
1715;8;54336;DL2;54741;54751;5475,1
1716;11;54347;DL2;54752;54762;5476,2
1717;5;54352;DL2;54757;54767;5476,7
1718;5;54357;DL2;54762;54772;5477,2
1719;6;54363;DL2;54768;54778;5477,8
1720;5;54368;DL2;54773;54783;5478,3
1721;20;54388;DL2;54793;54803;5480,3
1722;52;54440;DL2;54845;54855;5485,5
1723;12;54452;DL2;54857;54867;5486,7
1724;28;54480;DL2;54885;54895;5489,5
1725;40;54520;DL2;54925;54935;5493,5
1726;21;54541;DL2;54946;54956;5495,6
1727;24;54565;DL2;54970;54980;5498
1728;40;54605;DL2;55010;55020;5502
1729;52;54657;DL2;55062;55072;5507,2
1730;49;54706;DL2;55111;55121;5512,1
1731;56;54762;DL2;55167;55177;5517,7
1732;39;54801;DL2;55206;55216;5521,6
1733;26;54827;DL2;55232;55242;5524,2
1734;18;54845;DL2;55250;55260;5526
1735;43;54888;DL2;55293;55303;5530,3
1736;39;54927;DL2;55332;55342;5534,2
1737;35;54962;DL2;55367;55377;5537,7
1738;13;54975;DL2;55380;55390;5539
1739;14;54989;DL2;55394;55404;5540,4
1740;10;54999;DL2;55404;55414;5541,4
1741;37;55036;DL2;55441;55451;5545,1
1742;33;55069;DL2;55474;55484;5548,4
1743;13;55082;DL2;55487;55497;5549,7
1744;156;55238;DL2;55643;55653;5565,3
1745;65;55303;DL2;55708;55718;5571,8
1746;39;55342;DL2;55747;55757;5575,7
1747;83;55425;DL2;55830;55840;5584
1748;92;55517;DL2;55922;55932;5593,2
1749;11;55528;DL2;55933;55943;5594,3
1750;21;55549;DL2;55954;55964;5596,4
1751;49;55598;DL2;56003;56013;5601,3
1752;53;55651;DL2;56056;56066;5606,6
1753;16;55667;DL2;56072;56082;5608,2
1754;72;55739;DL2;56144;56154;5615,4
1755;66;55805;DL2;56210;56220;5622
1756;26;55831;DL2;56236;56246;5624,6
1757;14;55845;DL2;56250;56260;5626
1758;12;55857;DL2;56262;56272;5627,2
1759;45;55902;DL2;56307;56317;5631,7
1760;26;55928;DL2;56333;56343;5634,3
1761;15;55943;DL2;56348;56358;5635,8
1762;42;55985;DL2;56390;56400;5640
1763;93;56078;DL2;56483;56493;5649,3
1764;16;56094;DL2;56499;56509;5650,9
1765;43;56137;DL2;56542;56552;5655,2
1766;15;56152;DL2;56557;56567;5656,7
1767;54;56206;DL2;56611;56621;5662,1
1768;11;56217;DL2;56622;56632;5663,2
1769;55;56272;DL2;56677;56687;5668,7
1770;35;56307;DL2;56712;56722;5672,2
1771;26;56333;DL2;56738;56748;5674,8
1772;77;56410;DL2;56815;56825;5682,5
1773;21;56431;DL2;56836;56846;5684,6
1774;16;56447;DL2;56852;56862;5686,2
1775;10;56457;DL2;56862;56872;5687,2
1776;11;56468;DL2;56873;56883;5688,3
1777;16;56484;DL2;56889;56899;5689,9
1778;16;56500;DL2;56905;56915;5691,5
1779;8;56508;DL2;56913;56923;5692,3
1780;18;56526;DL2;56931;56941;5694,1
1781;14;56540;DL2;56945;56955;5695,5
1782;23;56563;DL2;56968;56978;5697,8
1783;26;56589;DL2;56994;57004;5700,4
1784;31;56620;DL2;57025;57035;5703,5
1785;23;56643;DL2;57048;57058;5705,8
1786;10;56653;DL2;57058;57068;5706,8
1787;60;56713;DL2;57118;57128;5712,8
1788;120;56833;DL2;57238;57248;5724,8
1789;6;56839;DL2;57244;57254;5725,4
1790;24;56863;DL2;57268;57278;5727,8
1791;29;56892;DL2;57297;57307;5730,7
1792;7;56899;DL2;57304;57314;5731,4
1793;22;56921;DL2;57326;57336;5733,6
1794;31;56952;DL2;57357;57367;5736,7
1795;16;56968;DL2;57373;57383;5738,3
1796;49;57017;DL2;57422;57432;5743,2
1797;24;57041;DL2;57446;57456;5745,6
1798;20;57061;DL2;57466;57476;5747,6
1799;25;57086;DL2;57491;57501;5750,1
1800;39;57125;DL2;57530;57540;5754
1801;48;57173;DL2;57578;57588;5758,8
1802;24;57197;DL2;57602;57612;5761,2
1803;44;57241;DL2;57646;57656;5765,6
1804;16;57257;DL2;57662;57672;5767,2
1805;23;57280;DL2;57685;57695;5769,5
1806;16;57296;DL2;57701;57711;5771,1
1807;56;57352;DL2;57757;57767;5776,7
1808;118;57470;DL2;57875;57885;5788,5
1809;91;57561;DL2;57966;57976;5797,6
1810;17;57578;DL2;57983;57993;5799,3
1811;32;57610;DL2;58015;58025;5802,5
1812;35;57645;DL2;58050;58060;5806
1813;16;57661;DL2;58066;58076;5807,6
1814;30;57691;DL2;58096;58106;5810,6
1815;25;57716;DL2;58121;58131;5813,1
1816;33;57749;DL2;58154;58164;5816,4
1817;31;57780;DL2;58185;58195;5819,5
1818;22;57802;DL2;58207;58217;5821,7
1819;17;57819;DL2;58224;58234;5823,4
1820;32;57851;DL2;58256;58266;5826,6
1821;74;57925;DL2;58330;58340;5834
1822;15;57940;DL2;58345;58355;5835,5
1823;20;57960;DL2;58365;58375;5837,5
1824;28;57988;DL2;58393;58403;5840,3
1825;25;58013;DL2;58418;58428;5842,8
1826;20;58033;DL2;58438;58448;5844,8
1827;13;58046;DL2;58451;58461;5846,1
1828;33;58079;DL2;58484;58494;5849,4
1829;35;58114;DL2;58519;58529;5852,9
1830;103;58217;DL2;58622;58632;5863,2
1831;20;58237;DL2;58642;58652;5865,2
1832;39;58276;DL3;58681;58691;5869,1
1833;71;58347;DL3;58752;58762;5876,2
1834;15;58362;DL3;58767;58777;5877,7
1835;70;58432;DL3;58837;58847;5884,7
1836;14;58446;DL3;58851;58861;5886,1
1837;24;58470;DL3;58875;58885;5888,5
1838;43;58513;DL2;58918;58928;5892,8
1839;10;58523;DL1;58928;58938;5893,8
1840;32;58555;DL1;58960;58970;5897
1841;9;58564;DL1;58969;58979;5897,9
1842;26;58590;DL2;58995;59005;5900,5
1843;13;58603;DL2;59008;59018;5901,8
1844;49;58652;DL2;59057;59067;5906,7
1845;18;58670;DL2;59075;59085;5908,5
1846;17;58687;DL2;59092;59102;5910,2
1847;16;58703;DL2;59108;59118;5911,8
1848;29;58732;DL2;59137;59147;5914,7
1849;14;58746;DL1;59151;59161;5916,1
1850;10;58756;DL1;59161;59171;5917,1
1851;17;58773;DL1;59178;59188;5918,8
1852;39;58812;DL1;59217;59227;5922,7
1853;34;58846;DL1;59251;59261;5926,1
1854;18;58864;DL1;59269;59279;5927,9
1855;31;58895;DL2;59300;59310;5931
1856;29;58924;DL2;59329;59339;5933,9
1857;9;58933;DL2;59338;59348;5934,8
1858;23;58956;DL1;59361;59371;5937,1
1859;7;58963;DL1;59368;59378;5937,8
1860;8;58971;DL1;59376;59386;5938,6
1861;6;58977;DL1;59382;59392;5939,2
1862;26;59003;DL1;59408;59418;5941,8
1863;10;59013;DL1;59418;59428;5942,8
1864;6;59019;DL1;59424;59434;5943,4
1865;8;59027;DL1;59432;59442;5944,2
1866;7;59034;DL1;59439;59449;5944,9
1867;6;59040;DL1;59445;59455;5945,5
1868;5;59045;DL1;59450;59460;5946
1869;5;59050;DL1;59455;59465;5946,5
1870;11;59061;DL1;59466;59476;5947,6
1871;5;59066;DL1;59471;59481;5948,1
1872;6;59072;DL1;59477;59487;5948,7
1873;10;59082;DL1;59487;59497;5949,7
1874;7;59089;DL2;59494;59504;5950,4
1875;5;59094;DL2;59499;59509;5950,9
1876;8;59102;DL1;59507;59517;5951,7
1877;22;59124;DL1;59529;59539;5953,9
1878;23;59147;DL1;59552;59562;5956,2
1879;13;59160;DL2;59565;59575;5957,5
1880;29;59189;DL2;59594;59604;5960,4
1881;12;59201;DL2;59606;59616;5961,6
1882;6;59207;DL2;59612;59622;5962,2
1883;8;59215;DL2;59620;59630;5963
1884;11;59226;DL2;59631;59641;5964,1
1885;17;59243;DL2;59648;59658;5965,8
1886;12;59255;DL2;59660;59670;5967
1887;12;59267;DL1;59672;59682;5968,2
1888;11;59278;DL1;59683;59693;5969,3
1889;8;59286;DL1;59691;59701;5970,1
1890;10;59296;DL1;59701;59711;5971,1
1891;10;59306;DL1;59711;59721;5972,1
1892;12;59318;DL1;59723;59733;5973,3
1893;8;59326;DL1;59731;59741;5974,1
1894;22;59348;DL1;59753;59763;5976,3
1895;11;59359;DL1;59764;59774;5977,4
1896;13;59372;DL1;59777;59787;5978,7
1897;11;59383;DL2;59788;59798;5979,8
1898;170;59553;DL2;59958;59968;5996,8
1899;21;59574;DL1;59979;59989;5998,9
1900;17;59591;DL2;59996;60006;6000,6
1901;13;59604;DL2;60009;60019;6001,9
1902;8;59612;DL2;60017;60027;6002,7
1903;9;59621;DL2;60026;60036;6003,6
1904;10;59631;DL2;60036;60046;6004,6
1905;12;59643;DL2;60048;60058;6005,8
1906;16;59659;DL1;60064;60074;6007,4
1907;30;59689;DL2;60094;60104;6010,4
1908;6;59695;DL2;60100;60110;6011
1909;15;59710;DL2;60115;60125;6012,5
1910;18;59728;DL2;60133;60143;6014,3
1911;14;59742;DL2;60147;60157;6015,7
1912;13;59755;DL2;60160;60170;6017
1913;9;59764;DL2;60169;60179;6017,9
1914;17;59781;DL1;60186;60196;6019,6
1915;80;59861;DL2;60266;60276;6027,6
1916;22;59883;DL1;60288;60298;6029,8
1917;19;59902;DL1;60307;60317;6031,7
1918;7;59909;DL2;60314;60324;6032,4
1919;7;59916;DL2;60321;60331;6033,1
1920;6;59922;DL2;60327;60337;6033,7
1921;8;59930;DL2;60335;60345;6034,5
1922;8;59938;DL2;60343;60353;6035,3
1923;42;59980;DL2;60385;60395;6039,5
1924;64;60044;DL1;60449;60459;6045,9
1925;18;60062;DL1;60467;60477;6047,7
1926;23;60085;DL1;60490;60500;6050
1927;17;60102;DL2;60507;60517;6051,7
1928;44;60146;DL2;60551;60561;6056,1
1929;84;60230;DL3;60635;60645;6064,5
1930;43;60273;DL3;60678;60688;6068,8
1931;17;60290;DL3;60695;60705;6070,5
1932;19;60309;DL3;60714;60724;6072,4
1933;27;60336;DL3;60741;60751;6075,1
1934;12;60348;DL3;60753;60763;6076,3
1935;10;60358;DL3;60763;60773;6077,3
1936;8;60366;DL3;60771;60781;6078,1
1937;27;60393;DL3;60798;60808;6080,8
1938;16;60409;DL3;60814;60824;6082,4
1939;16;60425;DL3;60830;60840;6084
1940;20;60445;DL3;60850;60860;6086
1941;10;60455;DL3;60860;60870;6087
1942;8;60463;DL3;60868;60878;6087,8
1943;19;60482;DL3;60887;60897;6089,7
1944;15;60497;DL3;60902;60912;6091,2
1945;19;60516;DL3;60921;60931;6093,1
1946;61;60577;DL3;60982;60992;6099,2
1947;31;60608;DL3;61013;61023;6102,3
1948;27;60635;DL3;61040;61050;6105
1949;98;60733;DL1;61138;61148;6114,8
1950;24;60757;DL1;61162;61172;6117,2
1951;22;60779;DL1;61184;61194;6119,4
1952;11;60790;DL1;61195;61205;6120,5
1953;9;60799;DL1;61204;61214;6121,4
1954;26;60825;DL1;61230;61240;6124
1955;39;60864;DL1;61269;61279;6127,9
1956;11;60875;DL1;61280;61290;6129
1957;11;60886;DL1;61291;61301;6130,1
1958;33;60919;DL1;61324;61334;6133,4
1959;24;60943;DL1;61348;61358;6135,8
1960;10;60953;DL1;61358;61368;6136,8
1961;23;60976;DL1;61381;61391;6139,1
1962;22;60998;DL1;61403;61413;6141,3
1963;31;61029;DL3;61434;61444;6144,4
1964;33;61062;DL3;61467;61477;6147,7
1965;27;61089;DL3;61494;61504;6150,4
1966;12;61101;DL3;61506;61516;6151,6
1967;24;61125;DL3;61530;61540;6154
1968;17;61142;DL3;61547;61557;6155,7
1969;9;61151;DL3;61556;61566;6156,6
1970;17;61168;DL3;61573;61583;6158,3
1971;29;61197;DL3;61602;61612;6161,2
1972;13;61210;DL3;61615;61625;6162,5
1973;13;61223;DL3;61628;61638;6163,8
1974;51;61274;DL3;61679;61689;6168,9
1975;21;61295;DL1;61700;61710;6171
1976;35;61330;DL1;61735;61745;6174,5
1977;13;61343;DL1;61748;61758;6175,8
1978;11;61354;DL1;61759;61769;6176,9
1979;12;61366;DL1;61771;61781;6178,1
1980;9;61375;DL1;61780;61790;6179
1981;12;61387;DL1;61792;61802;6180,2
1982;31;61418;DL1;61823;61833;6183,3
1983;11;61429;DL1;61834;61844;6184,4
1984;15;61444;DL1;61849;61859;6185,9
1985;18;61462;DL1;61867;61877;6187,7
1986;21;61483;DL1;61888;61898;6189,8
1987;11;61494;DL1;61899;61909;6190,9
1988;21;61515;DL1;61920;61930;6193
1989;47;61562;DL1;61967;61977;6197,7
1990;22;61584;DL2;61989;61999;6199,9
1991;35;61619;DL2;62024;62034;6203,4
1992;29;61648;DL3;62053;62063;6206,3
1993;16;61664;DL3;62069;62079;6207,9
1994;32;61696;DL3;62101;62111;6211,1
1995;22;61718;DL3;62123;62133;6213,3
1996;16;61734;DL3;62139;62149;6214,9
1997;31;61765;DL3;62170;62180;6218
1998;13;61778;DL3;62183;62193;6219,3
1999;17;61795;DL3;62200;62210;6221
2000;21;61816;DL3;62221;62231;6223,1
2001;32;61848;DL3;62253;62263;6226,3
2002;18;61866;DL3;62271;62281;6228,1
2003;11;61877;DL1;62282;62292;6229,2
2004;13;61890;DL1;62295;62305;6230,5
2005;16;61906;DL3;62311;62321;6232,1
2006;17;61923;DL2;62328;62338;6233,8
2007;9;61932;DL2;62337;62347;6234,7
2008;18;61950;DL2;62355;62365;6236,5
2009;9;61959;DL3;62364;62374;6237,4
2010;11;61970;DL3;62375;62385;6238,5
2011;16;61986;DL3;62391;62401;6240,1
2012;17;62003;DL3;62408;62418;6241,8
2013;21;62024;DL3;62429;62439;6243,9
2014;15;62039;DL3;62444;62454;6245,4
2015;9;62048;DL3;62453;62463;6246,3
2016;14;62062;DL3;62467;62477;6247,7
2017;9;62071;DL3;62476;62486;6248,6
2018;11;62082;DL3;62487;62497;6249,7
2019;12;62094;DL3;62499;62509;6250,9
2020;10;62104;DL3;62509;62519;6251,9
2021;13;62117;DL3;62522;62532;6253,2
2022;25;62142;DL3;62547;62557;6255,7
2023;20;62162;DL3;62567;62577;6257,7
2024;38;62200;DL3;62605;62615;6261,5
2025;12;62212;DL3;62617;62627;6262,7
2026;9;62221;DL3;62626;62636;6263,6
2027;15;62236;DL3;62641;62651;6265,1
2028;26;62262;DL3;62667;62677;6267,7
2029;40;62302;DL3;62707;62717;6271,7
2030;26;62328;DL3;62733;62743;6274,3
