num;length;end;level;newend;withpadding;sec
2031;12;62340;DL3;62745;62755;6275,5
2032;10;62350;DL3;62755;62765;6276,5
2033;25;62375;DL3;62780;62790;6279
2034;21;62396;DL3;62801;62811;6281,1
2035;11;62407;DL3;62812;62822;6282,2
2036;21;62428;DL3;62833;62843;6284,3
2037;22;62450;DL3;62855;62865;6286,5
2038;18;62468;DL3;62873;62883;6288,3
2039;23;62491;DL3;62896;62906;6290,6
2040;32;62523;DL3;62928;62938;6293,8
2041;14;62537;DL3;62942;62952;6295,2
2042;14;62551;DL3;62956;62966;6296,6
2043;11;62562;DL3;62967;62977;6297,7
2044;11;62573;DL3;62978;62988;6298,8
2045;9;62582;DL3;62987;62997;6299,7
2046;12;62594;DL3;62999;63009;6300,9
2047;11;62605;DL3;63010;63020;6302
2048;15;62620;DL3;63025;63035;6303,5
2049;12;62632;DL3;63037;63047;6304,7
2050;9;62641;DL3;63046;63056;6305,6
2051;18;62659;DL3;63064;63074;6307,4
2052;13;62672;DL3;63077;63087;6308,7
2053;9;62681;DL3;63086;63096;6309,6
2054;8;62689;DL3;63094;63104;6310,4
2055;6;62695;DL3;63100;63110;6311
2056;5;62700;DL3;63105;63115;6311,5
2057;13;62713;DL1;63118;63128;6312,8
2058;19;62732;DL1;63137;63147;6314,7
2059;8;62740;DL1;63145;63155;6315,5
2060;8;62748;DL2;63153;63163;6316,3
2061;5;62753;DL2;63158;63168;6316,8
2062;13;62766;DL2;63171;63181;6318,1
2063;16;62782;DL2;63187;63197;6319,7
2064;21;62803;DL2;63208;63218;6321,8
2065;120;62923;DL2;63328;63338;6333,8
2066;17;62940;DL1;63345;63355;6335,5
2067;13;62953;DL1;63358;63368;6336,8
2068;10;62963;DL1;63368;63378;6337,8
2069;9;62972;DL1;63377;63387;6338,7
2070;8;62980;DL1;63385;63395;6339,5
2071;11;62991;DL2;63396;63406;6340,6
2072;14;63005;DL1;63410;63420;6342
2073;9;63014;DL1;63419;63429;6342,9
2074;14;63028;DL1;63433;63443;6344,3
2075;25;63053;DL1;63458;63468;6346,8
2076;2;63055;DL2;63460;63470;6347
2077;16;63071;DL3;63476;63486;6348,6
2078;30;63101;DL1;63506;63516;6351,6
2079;76;63177;DL3;63582;63592;6359,2
2080;14;63191;DL3;63596;63606;6360,6
2081;13;63204;DL3;63609;63619;6361,9
2082;42;63246;DL3;63651;63661;6366,1
2083;20;63266;DL3;63671;63681;6368,1
2084;17;63283;DL3;63688;63698;6369,8
2085;24;63307;DL3;63712;63722;6372,2
2086;22;63329;DL3;63734;63744;6374,4
2087;18;63347;DL3;63752;63762;6376,2
2088;42;63389;DL3;63794;63804;6380,4
2089;15;63404;DL3;63809;63819;6381,9
2090;56;63460;DL3;63865;63875;6387,5
2091;54;63514;DL3;63919;63929;6392,9
2092;88;63602;DL3;64007;64017;6401,7
2093;17;63619;DL3;64024;64034;6403,4
2094;9;63628;DL3;64033;64043;6404,3
2095;7;63635;DL3;64040;64050;6405
2096;10;63645;DL3;64050;64060;6406
2097;18;63663;DL3;64068;64078;6407,8
2098;80;63743;DL3;64148;64158;6415,8
2099;33;63776;DL3;64181;64191;6419,1
2100;20;63796;DL3;64201;64211;6421,1
2101;12;63808;DL3;64213;64223;6422,3
2102;23;63831;DL1;64236;64246;6424,6
2103;34;63865;DL1;64270;64280;6428
2104;32;63897;DL1;64302;64312;6431,2
2105;23;63920;DL1;64325;64335;6433,5
2106;13;63933;DL1;64338;64348;6434,8
2107;23;63956;DL2;64361;64371;6437,1
2108;35;63991;DL2;64396;64406;6440,6
2109;45;64036;DL2;64441;64451;6445,1
2110;49;64085;DL2;64490;64500;6450
2111;19;64104;DL2;64509;64519;6451,9
2112;22;64126;DL2;64531;64541;6454,1
2113;21;64147;DL2;64552;64562;6456,2
2114;23;64170;DL3;64575;64585;6458,5
2115;9;64179;DL3;64584;64594;6459,4
2116;7;64186;DL3;64591;64601;6460,1
2117;11;64197;DL3;64602;64612;6461,2
2118;6;64203;DL3;64608;64618;6461,8
2119;43;64246;DL3;64651;64661;6466,1
2120;53;64299;DL3;64704;64714;6471,4
2121;37;64336;DL3;64741;64751;6475,1
2122;35;64371;DL3;64776;64786;6478,6
2123;59;64430;DL3;64835;64845;6484,5
2124;13;64443;DL3;64848;64858;6485,8
2125;56;64499;DL3;64904;64914;6491,4
2126;24;64523;DL3;64928;64938;6493,8
2127;11;64534;DL3;64939;64949;6494,9
2128;18;64552;DL3;64957;64967;6496,7
2129;28;64580;DL3;64985;64995;6499,5
2130;55;64635;DL3;65040;65050;6505
2131;11;64646;DL3;65051;65061;6506,1
2132;15;64661;DL3;65066;65076;6507,6
2133;11;64672;DL3;65077;65087;6508,7
2134;11;64683;DL3;65088;65098;6509,8
2135;32;64715;DL3;65120;65130;6513
2136;25;64740;DL3;65145;65155;6515,5
2137;27;64767;DL3;65172;65182;6518,2
2138;25;64792;DL3;65197;65207;6520,7
2139;13;64805;DL3;65210;65220;6522
2140;28;64833;DL3;65238;65248;6524,8
2141;31;64864;DL3;65269;65279;6527,9
2142;20;64884;DL2;65289;65299;6529,9
2143;21;64905;DL2;65310;65320;6532
2144;17;64922;DL2;65327;65337;6533,7
2145;10;64932;DL2;65337;65347;6534,7
2146;10;64942;DL2;65347;65357;6535,7
2147;8;64950;DL2;65355;65365;6536,5
2148;10;64960;DL2;65365;65375;6537,5
2149;48;65008;DL2;65413;65423;6542,3
2150;14;65022;DL2;65427;65437;6543,7
2151;22;65044;DL2;65449;65459;6545,9
2152;11;65055;DL2;65460;65470;6547
2153;5;65060;DL2;65465;65475;6547,5
2154;31;65091;DL2;65496;65506;6550,6
2155;8;65099;DL2;65504;65514;6551,4
2156;19;65118;DL2;65523;65533;6553,3
2157;40;65158;DL2;65563;65573;6557,3
2158;37;65195;DL2;65600;65610;6561
2159;35;65230;DL2;65635;65645;6564,5
2160;29;65259;DL3;65664;65674;6567,4
2161;19;65278;DL3;65683;65693;6569,3
2162;23;65301;DL3;65706;65716;6571,6
2163;10;65311;DL3;65716;65726;6572,6
2164;7;65318;DL3;65723;65733;6573,3
2165;15;65333;DL3;65738;65748;6574,8
2166;9;65342;DL3;65747;65757;6575,7
2167;17;65359;DL3;65764;65774;6577,4
2168;18;65377;DL3;65782;65792;6579,2
2169;25;65402;DL3;65807;65817;6581,7
2170;32;65434;DL1;65839;65849;6584,9
2171;22;65456;DL1;65861;65871;6587,1
2172;42;65498;DL2;65903;65913;6591,3
2173;21;65519;DL2;65924;65934;6593,4
2174;39;65558;DL2;65963;65973;6597,3
2175;38;65596;DL3;66001;66011;6601,1
2176;43;65639;DL3;66044;66054;6605,4
2177;20;65659;DL3;66064;66074;6607,4
2178;10;65669;DL3;66074;66084;6608,4
2179;17;65686;DL3;66091;66101;6610,1
2180;19;65705;DL3;66110;66120;6612
2181;16;65721;DL3;66126;66136;6613,6
2182;12;65733;DL3;66138;66148;6614,8
2183;9;65742;DL3;66147;66157;6615,7
2184;8;65750;DL3;66155;66165;6616,5
2185;16;65766;DL3;66171;66181;6618,1
2186;10;65776;DL3;66181;66191;6619,1
2187;10;65786;DL3;66191;66201;6620,1
2188;13;65799;DL3;66204;66214;6621,4
2189;15;65814;DL3;66219;66229;6622,9
2190;27;65841;DL2;66246;66256;6625,6
2191;69;65910;DL2;66315;66325;6632,5
2192;27;65937;DL2;66342;66352;6635,2
2193;26;65963;DL2;66368;66378;6637,8
2194;14;65977;DL2;66382;66392;6639,2
2195;27;66004;DL2;66409;66419;6641,9
2196;83;66087;DL3;66492;66502;6650,2
2197;27;66114;DL3;66519;66529;6652,9
2198;27;66141;DL3;66546;66556;6655,6
2199;20;66161;DL3;66566;66576;6657,6
2200;20;66181;DL3;66586;66596;6659,6
2201;21;66202;DL2;66607;66617;6661,7
2202;17;66219;DL2;66624;66634;6663,4
2203;39;66258;DL2;66663;66673;6667,3
2204;62;66320;DL3;66725;66735;6673,5
2205;129;66449;DL3;66854;66864;6686,4
2206;12;66461;DL3;66866;66876;6687,6
2207;9;66470;DL3;66875;66885;6688,5
2208;9;66479;DL3;66884;66894;6689,4
2209;8;66487;DL3;66892;66902;6690,2
2210;9;66496;DL3;66901;66911;6691,1
2211;6;66502;DL3;66907;66917;6691,7
2212;7;66509;DL3;66914;66924;6692,4
2213;18;66527;DL3;66932;66942;6694,2
2214;6;66533;DL3;66938;66948;6694,8
2215;10;66543;DL3;66948;66958;6695,8
2216;5;66548;DL3;66953;66963;6696,3
2217;35;66583;DL3;66988;66998;6699,8
2218;51;66634;DL2;67039;67049;6704,9
2219;33;66667;DL2;67072;67082;6708,2
2220;23;66690;DL3;67095;67105;6710,5
2221;27;66717;DL3;67122;67132;6713,2
2222;75;66792;DL3;67197;67207;6720,7
2223;20;66812;DL3;67217;67227;6722,7
2224;17;66829;DL3;67234;67244;6724,4
2225;11;66840;DL3;67245;67255;6725,5
2226;46;66886;DL3;67291;67301;6730,1
2227;12;66898;DL3;67303;67313;6731,3
2228;15;66913;DL3;67318;67328;6732,8
2229;11;66924;DL3;67329;67339;6733,9
2230;11;66935;DL3;67340;67350;6735
2231;15;66950;DL3;67355;67365;6736,5
2232;13;66963;DL3;67368;67378;6737,8
2233;16;66979;DL3;67384;67394;6739,4
2234;21;67000;DL3;67405;67415;6741,5
2235;32;67032;DL3;67437;67447;6744,7
2236;19;67051;DL3;67456;67466;6746,6
2237;18;67069;DL3;67474;67484;6748,4
2238;15;67084;DL3;67489;67499;6749,9
2239;23;67107;DL3;67512;67522;6752,2
2240;19;67126;DL3;67531;67541;6754,1
2241;17;67143;DL3;67548;67558;6755,8
2242;23;67166;DL3;67571;67581;6758,1
2243;14;67180;DL3;67585;67595;6759,5
2244;7;67187;DL3;67592;67602;6760,2
2245;9;67196;DL3;67601;67611;6761,1
2246;10;67206;DL3;67611;67621;6762,1
2247;11;67217;DL3;67622;67632;6763,2
2248;13;67230;DL3;67635;67645;6764,5
2249;35;67265;DL3;67670;67680;6768
2250;16;67281;DL3;67686;67696;6769,6
2251;39;67320;DL3;67725;67735;6773,5
2252;27;67347;DL2;67752;67762;6776,2
2253;67;67414;DL2;67819;67829;6782,9
2254;21;67435;DL2;67840;67850;6785
2255;8;67443;DL3;67848;67858;6785,8
2256;22;67465;DL3;67870;67880;6788
2257;25;67490;DL3;67895;67905;6790,5
2258;41;67531;DL3;67936;67946;6794,6
2259;113;67644;DL3;68049;68059;6805,9
2260;31;67675;DL3;68080;68090;6809
2261;13;67688;DL3;68093;68103;6810,3
2262;27;67715;DL3;68120;68130;6813
2263;16;67731;DL3;68136;68146;6814,6
2264;40;67771;DL3;68176;68186;6818,6
2265;22;67793;DL3;68198;68208;6820,8
2266;13;67806;DL3;68211;68221;6822,1
2267;34;67840;DL3;68245;68255;6825,5
2268;28;67868;DL3;68273;68283;6828,3
2269;55;67923;DL3;68328;68338;6833,8
2270;9;67932;DL3;68337;68347;6834,7
2271;11;67943;DL3;68348;68358;6835,8
2272;11;67954;DL3;68359;68369;6836,9
2273;17;67971;DL3;68376;68386;6838,6
2274;31;68002;DL3;68407;68417;6841,7
2275;11;68013;DL3;68418;68428;6842,8
2276;9;68022;DL3;68427;68437;6843,7
2277;12;68034;DL3;68439;68449;6844,9
2278;11;68045;DL3;68450;68460;6846
2279;17;68062;DL3;68467;68477;6847,7
2280;20;68082;DL3;68487;68497;6849,7
2281;16;68098;DL3;68503;68513;6851,3
2282;23;68121;DL3;68526;68536;6853,6
2283;85;68206;DL3;68611;68621;6862,1
2284;13;68219;DL3;68624;68634;6863,4
2285;78;68297;DL3;68702;68712;6871,2
2286;38;68335;DL3;68740;68750;6875
2287;18;68353;DL3;68758;68768;6876,8
2288;34;68387;DL3;68792;68802;6880,2
2289;20;68407;DL3;68812;68822;6882,2
2290;63;68470;DL3;68875;68885;6888,5
2291;94;68564;DL3;68969;68979;6897,9
2292;26;68590;DL3;68995;69005;6900,5
2293;19;68609;DL3;69014;69024;6902,4
2294;45;68654;DL3;69059;69069;6906,9
2295;15;68669;DL3;69074;69084;6908,4
2296;22;68691;DL3;69096;69106;6910,6
2297;23;68714;DL3;69119;69129;6912,9
2298;15;68729;LIMBO;69134;69144;6914,4
2299;79;68808;LIMBO;69213;69223;6922,3
2300;37;68845;LIMBO;69250;69260;6926
2301;35;68880;LIMBO;69285;69295;6929,5
2302;51;68931;LIMBO;69336;69346;6934,6
2303;33;68964;LIMBO;69369;69379;6937,9
2304;31;68995;LIMBO;69400;69410;6941
2305;21;69016;LIMBO;69421;69431;6943,1
2306;70;69086;LIMBO;69491;69501;6950,1
2307;103;69189;LIMBO;69594;69604;6960,4
2308;26;69215;DL1;69620;69630;6963
2309;30;69245;DL1;69650;69660;6966
2310;21;69266;DL1;69671;69681;6968,1
2311;59;69325;DL2;69730;69740;6974
2312;92;69417;DL2;69822;69832;6983,2
2313;41;69458;DL3;69863;69873;6987,3
2314;18;69476;DL3;69881;69891;6989,1
2315;31;69507;DL3;69912;69922;6992,2
2316;13;69520;DL3;69925;69935;6993,5
2317;13;69533;DL3;69938;69948;6994,8
2318;22;69555;DL3;69960;69970;6997
2319;26;69581;DL3;69986;69996;6999,6
2320;14;69595;DL3;70000;70010;7001
2321;20;69615;DL3;70020;70030;7003
2322;36;69651;DL3;70056;70066;7006,6
2323;11;69662;DL3;70067;70077;7007,7
2324;13;69675;DL3;70080;70090;7009
2325;9;69684;DL3;70089;70099;7009,9
2326;10;69694;DL3;70099;70109;7010,9
2327;69;69763;DL3;70168;70178;7017,8
2328;59;69822;DL3;70227;70237;7023,7
2329;87;69909;LIMBO;70314;70324;7032,4
2330;126;70035;LIMBO;70440;70450;7045
2331;55;70090;LIMBO;70495;70505;7050,5
2332;36;70126;LIMBO;70531;70541;7054,1
2333;17;70143;LIMBO;70548;70558;7055,8
2334;14;70157;LIMBO;70562;70572;7057,2
2335;23;70180;LIMBO;70585;70595;7059,5
2336;68;70248;LIMBO;70653;70663;7066,3
2337;55;70303;DL2;70708;70718;7071,8
2338;103;70406;DL2;70811;70821;7082,1
2339;26;70432;DL2;70837;70847;7084,7
2340;10;70442;DL2;70847;70857;7085,7
2341;14;70456;DL2;70861;70871;7087,1
2342;23;70479;DL2;70884;70894;7089,4
2343;74;70553;LIMBO;70958;70968;7096,8
2344;33;70586;LIMBO;70991;71001;7100,1
2345;19;70605;LIMBO;71010;71020;7102
2346;33;70638;LIMBO;71043;71053;7105,3
2347;32;70670;LIMBO;71075;71085;7108,5
2348;29;70699;LIMBO;71104;71114;7111,4
2349;24;70723;LIMBO;71128;71138;7113,8
2350;29;70752;LIMBO;71157;71167;7116,7
2351;19;70771;LIMBO;71176;71186;7118,6
2352;30;70801;LIMBO;71206;71216;7121,6
2353;21;70822;LIMBO;71227;71237;7123,7
2354;30;70852;LIMBO;71257;71267;7126,7
2355;34;70886;LIMBO;71291;71301;7130,1
2356;74;70960;LIMBO;71365;71375;7137,5
2357;37;70997;DL3;71402;71412;7141,2
2358;21;71018;DL3;71423;71433;7143,3
2359;9;71027;DL3;71432;71442;7144,2
2360;8;71035;DL3;71440;71450;7145
2361;9;71044;DL3;71449;71459;7145,9
2362;56;71100;DL2;71505;71515;7151,5
2363;31;71131;DL2;71536;71546;7154,6
2364;155;71286;DL2;71691;71701;7170,1
2365;36;71322;DL2;71727;71737;7173,7
2366;22;71344;LIMBO;71749;71759;7175,9
2367;28;71372;LIMBO;71777;71787;7178,7
2368;11;71383;LIMBO;71788;71798;7179,8
2369;26;71409;LIMBO;71814;71824;7182,4
2370;24;71433;LIMBO;71838;71848;7184,8
2371;35;71468;LIMBO;71873;71883;7188,3
2372;30;71498;DL3;71903;71913;7191,3
2373;13;71511;DL3;71916;71926;7192,6
2374;12;71523;DL3;71928;71938;7193,8
2375;11;71534;DL3;71939;71949;7194,9
2376;44;71578;DL3;71983;71993;7199,3
2377;34;71612;LIMBO;72017;72027;7202,7
2378;40;71652;LIMBO;72057;72067;7206,7
2379;35;71687;LIMBO;72092;72102;7210,2
2380;63;71750;LIMBO;72155;72165;7216,5
2381;59;71809;LIMBO;72214;72224;7222,4
2382;35;71844;LIMBO;72249;72259;7225,9
2383;54;71898;LIMBO;72303;72313;7231,3
2384;36;71934;LIMBO;72339;72349;7234,9
2385;66;72000;LIMBO;72405;72415;7241,5
2386;23;72023;LIMBO;72428;72438;7243,8
2387;24;72047;LIMBO;72452;72462;7246,2
2388;91;72138;LIMBO;72543;72553;7255,3
2389;34;72172;LIMBO;72577;72587;7258,7
2390;90;72262;LIMBO;72667;72677;7267,7
2391;43;72305;LIMBO;72710;72720;7272
2392;14;72319;DL3;72724;72734;7273,4
2393;13;72332;DL3;72737;72747;7274,7
2394;10;72342;DL3;72747;72757;7275,7
2395;15;72357;DL3;72762;72772;7277,2
2396;8;72365;DL3;72770;72780;7278
2397;10;72375;DL3;72780;72790;7279
2398;22;72397;DL3;72802;72812;7281,2
2399;22;72419;DL2;72824;72834;7283,4
2400;37;72456;DL2;72861;72871;7287,1
2401;21;72477;DL2;72882;72892;7289,2
2402;19;72496;DL2;72901;72911;7291,1
2403;18;72514;DL2;72919;72929;7292,9
2404;15;72529;DL3;72934;72944;7294,4
2405;26;72555;DL1;72960;72970;7297
2406;50;72605;LIMBO;73010;73020;7302
2407;21;72626;LIMBO;73031;73041;7304,1
2408;11;72637;LIMBO;73042;73052;7305,2
2409;88;72725;LIMBO;73130;73140;7314
2410;14;72739;LIMBO;73144;73154;7315,4
2411;15;72754;LIMBO;73159;73169;7316,9
2412;25;72779;LIMBO;73184;73194;7319,4
2413;21;72800;DL3;73205;73215;7321,5
2414;6;72806;DL3;73211;73221;7322,1
2415;31;72837;DL3;73242;73252;7325,2
2416;16;72853;DL3;73258;73268;7326,8
2417;24;72877;DL3;73282;73292;7329,2
2418;16;72893;DL3;73298;73308;7330,8
2419;15;72908;DL3;73313;73323;7332,3
2420;54;72962;LIMBO;73367;73377;7337,7
2421;20;72982;LIMBO;73387;73397;7339,7
2422;27;73009;LIMBO;73414;73424;7342,4
2423;11;73020;LIMBO;73425;73435;7343,5
2424;20;73040;LIMBO;73445;73455;7345,5
2425;29;73069;LIMBO;73474;73484;7348,4
2426;15;73084;LIMBO;73489;73499;7349,9
2427;12;73096;LIMBO;73501;73511;7351,1
2428;32;73128;LIMBO;73533;73543;7354,3
2429;30;73158;LIMBO;73563;73573;7357,3
2430;24;73182;LIMBO;73587;73597;7359,7
2431;35;73217;LIMBO;73622;73632;7363,2
2432;161;73378;LIMBO;73783;73793;7379,3
2433;43;73421;LIMBO;73826;73836;7383,6
2434;83;73504;LIMBO;73909;73919;7391,9
2435;61;73565;LIMBO;73970;73980;7398
2436;28;73593;LIMBO;73998;74008;7400,8
2437;62;73655;LIMBO;74060;74070;7407
2438;25;73680;LIMBO;74085;74095;7409,5
2439;14;73694;LIMBO;74099;74109;7410,9
2440;24;73718;LIMBO;74123;74133;7413,3
2441;43;73761;COBB;74166;74176;7417,6
2442;17;73778;COBB;74183;74193;7419,3
2443;23;73801;COBB;74206;74216;7421,6
2444;26;73827;COBB;74232;74242;7424,2
2445;36;73863;COBB;74268;74278;7427,8
2446;13;73876;COBB;74281;74291;7429,1
2447;16;73892;COBB;74297;74307;7430,7
2448;25;73917;COBB;74322;74332;7433,2
2449;26;73943;LIMBO;74348;74358;7435,8
2450;21;73964;LIMBO;74369;74379;7437,9
2451;37;74001;COBB;74406;74416;7441,6
2452;33;74034;COBB;74439;74449;7444,9
2453;23;74057;COBB;74462;74472;7447,2
2454;15;74072;COBB;74477;74487;7448,7
2455;31;74103;COBB;74508;74518;7451,8
2456;48;74151;COBB;74556;74566;7456,6
2457;28;74179;COBB;74584;74594;7459,4
2458;46;74225;COBB;74630;74640;7464
2459;8;74233;COBB;74638;74648;7464,8
2460;19;74252;COBB;74657;74667;7466,7
2461;86;74338;COBB;74743;74753;7475,3
2462;42;74380;LIMBO;74785;74795;7479,5
2463;22;74402;COBB;74807;74817;7481,7
2464;22;74424;COBB;74829;74839;7483,9
2465;50;74474;COBB;74879;74889;7488,9
2466;10;74484;COBB;74889;74899;7489,9
2467;16;74500;COBB;74905;74915;7491,5
2468;54;74554;COBB;74959;74969;7496,9
2469;25;74579;COBB;74984;74994;7499,4
2470;21;74600;COBB;75005;75015;7501,5
2471;10;74610;COBB;75015;75025;7502,5
2472;12;74622;COBB;75027;75037;7503,7
2473;26;74648;COBB;75053;75063;7506,3
2474;17;74665;COBB;75070;75080;7508
2475;44;74709;COBB;75114;75124;7512,4
2476;48;74757;COBB;75162;75172;7517,2
2477;25;74782;COBB;75187;75197;7519,7
2478;25;74807;COBB;75212;75222;7522,2
2479;26;74833;LIMBO;75238;75248;7524,8
2480;34;74867;COBB;75272;75282;7528,2
2481;23;74890;LIMBO;75295;75305;7530,5
2482;25;74915;COBB;75320;75330;7533
2483;9;74924;COBB;75329;75339;7533,9
2484;18;74942;LIMBO;75347;75357;7535,7
2485;10;74952;COBB;75357;75367;7536,7
2486;20;74972;COBB;75377;75387;7538,7
2487;23;74995;LIMBO;75400;75410;7541
2488;15;75010;LIMBO;75415;75425;7542,5
2489;16;75026;LIMBO;75431;75441;7544,1
2490;22;75048;LIMBO;75453;75463;7546,3
2491;55;75103;LIMBO;75508;75518;7551,8
2492;26;75129;LIMBO;75534;75544;7554,4
2493;41;75170;DL1;75575;75585;7558,5
2494;14;75184;DL3;75589;75599;7559,9
2495;29;75213;DL3;75618;75628;7562,8
2496;17;75230;DL3;75635;75645;7564,5
2497;26;75256;DL3;75661;75671;7567,1
2498;10;75266;DL3;75671;75681;7568,1
2499;5;75271;DL3;75676;75686;7568,6
2500;27;75298;DL3;75703;75713;7571,3
2501;21;75319;DL3;75724;75734;7573,4
2502;17;75336;DL3;75741;75751;7575,1
2503;10;75346;DL3;75751;75761;7576,1
2504;12;75358;DL3;75763;75773;7577,3
2505;22;75380;DL3;75785;75795;7579,5
2506;15;75395;DL3;75800;75810;7581
2507;48;75443;DL3;75848;75858;7585,8
2508;9;75452;DL3;75857;75867;7586,7
2509;4;75456;DL3;75861;75871;7587,1
2510;8;75464;DL3;75869;75879;7587,9
2511;7;75471;DL3;75876;75886;7588,6
2512;78;75549;DL3;75954;75964;7596,4
2513;17;75566;DL3;75971;75981;7598,1
2514;17;75583;DL3;75988;75998;7599,8
2515;14;75597;DL3;76002;76012;7601,2
2516;44;75641;DL3;76046;76056;7605,6
2517;12;75653;DL3;76058;76068;7606,8
2518;16;75669;DL3;76074;76084;7608,4
2519;26;75695;DL1;76100;76110;7611
2520;21;75716;DL2;76121;76131;7613,1
2521;18;75734;DL2;76139;76149;7614,9
2522;16;75750;DL2;76155;76165;7616,5
2523;30;75780;DL2;76185;76195;7619,5
2524;77;75857;DL3;76262;76272;7627,2
2525;48;75905;DL3;76310;76320;7632
2526;14;75919;LIMBO;76324;76334;7633,4
2527;9;75928;LIMBO;76333;76343;7634,3
2528;19;75947;LIMBO;76352;76362;7636,2
2529;20;75967;LIMBO;76372;76382;7638,2
2530;15;75982;LIMBO;76387;76397;7639,7
2531;31;76013;LIMBO;76418;76428;7642,8
2532;13;76026;LIMBO;76431;76441;7644,1
2533;19;76045;LIMBO;76450;76460;7646
2534;45;76090;LIMBO;76495;76505;7650,5
2535;22;76112;LIMBO;76517;76527;7652,7
2536;10;76122;LIMBO;76527;76537;7653,7
2537;17;76139;LIMBO;76544;76554;7655,4
2538;16;76155;LIMBO;76560;76570;7657
2539;16;76171;LIMBO;76576;76586;7658,6
2540;10;76181;LIMBO;76586;76596;7659,6
2541;30;76211;DL1;76616;76626;7662,6
2542;25;76236;DL1;76641;76651;7665,1
2543;34;76270;DL2;76675;76685;7668,5
2544;10;76280;DL3;76685;76695;7669,5
2545;8;76288;DL3;76693;76703;7670,3
2546;25;76313;LIMBO;76718;76728;7672,8
2547;24;76337;LIMBO;76742;76752;7675,2
2548;19;76356;LIMBO;76761;76771;7677,1
2549;20;76376;LIMBO;76781;76791;7679,1
2550;36;76412;LIMBO;76817;76827;7682,7
2551;18;76430;LIMBO;76835;76845;7684,5
2552;16;76446;LIMBO;76851;76861;7686,1
2553;19;76465;LIMBO;76870;76880;7688
2554;51;76516;LIMBO;76921;76931;7693,1
2555;36;76552;LIMBO;76957;76967;7696,7
2556;99;76651;LIMBO;77056;77066;7706,6
2557;22;76673;LIMBO;77078;77088;7708,8
2558;27;76700;LIMBO;77105;77115;7711,5
2559;21;76721;LIMBO;77126;77136;7713,6
2560;46;76767;LIMBO;77172;77182;7718,2
2561;26;76793;LIMBO;77198;77208;7720,8
2562;10;76803;LIMBO;77208;77218;7721,8
2563;62;76865;LIMBO;77270;77280;7728
2564;6;76871;LIMBO;77276;77286;7728,6
2565;5;76876;LIMBO;77281;77291;7729,1
2566;6;76882;LIMBO;77287;77297;7729,7
2567;11;76893;LIMBO;77298;77308;7730,8
2568;13;76906;LIMBO;77311;77321;7732,1
2569;11;76917;LIMBO;77322;77332;7733,2
2570;17;76934;LIMBO;77339;77349;7734,9
2571;9;76943;LIMBO;77348;77358;7735,8
2572;14;76957;LIMBO;77362;77372;7737,2
2573;10;76967;LIMBO;77372;77382;7738,2
2574;15;76982;DL3;77387;77397;7739,7
2575;41;77023;LIMBO;77428;77438;7743,8
2576;7;77030;LIMBO;77435;77445;7744,5
2577;42;77072;DL3;77477;77487;7748,7
2578;44;77116;DL1;77521;77531;7753,1
2579;21;77137;DL2;77542;77552;7755,2
2580;21;77158;DL2;77563;77573;7757,3
2581;23;77181;DL2;77586;77596;7759,6
2582;10;77191;DL2;77596;77606;7760,6
2583;9;77200;DL2;77605;77615;7761,5
2584;31;77231;DL2;77636;77646;7764,6
2585;41;77272;DL3;77677;77687;7768,7
2586;36;77308;DL3;77713;77723;7772,3
2587;34;77342;DL3;77747;77757;7775,7
2588;109;77451;DL3;77856;77866;7786,6
2589;32;77483;DL3;77888;77898;7789,8
2590;24;77507;DL3;77912;77922;7792,2
2591;23;77530;DL3;77935;77945;7794,5
2592;52;77582;DL3;77987;77997;7799,7
2593;137;77719;DL3;78124;78134;7813,4
2594;100;77819;DL3;78224;78234;7823,4
2595;33;77852;DL3;78257;78267;7826,7
2596;49;77901;DL2;78306;78316;7831,6
2597;41;77942;DL2;78347;78357;7835,7
2598;17;77959;DL3;78364;78374;7837,4
2599;18;77977;DL3;78382;78392;7839,2
2600;13;77990;DL3;78395;78405;7840,5
2601;22;78012;DL3;78417;78427;7842,7
2602;20;78032;DL3;78437;78447;7844,7
2603;23;78055;DL3;78460;78470;7847
2604;36;78091;DL3;78496;78506;7850,6
2605;46;78137;DL3;78542;78552;7855,2
2606;24;78161;DL3;78566;78576;7857,6
2607;13;78174;DL3;78579;78589;7858,9
2608;19;78193;DL2;78598;78608;7860,8
2609;17;78210;DL1;78615;78625;7862,5
2610;14;78224;DL3;78629;78639;7863,9
2611;55;78279;DL3;78684;78694;7869,4
2612;76;78355;DL3;78760;78770;7877
2613;40;78395;DL3;78800;78810;7881
2614;50;78445;DL3;78850;78860;7886
2615;57;78502;DL3;78907;78917;7891,7
2616;18;78520;DL3;78925;78935;7893,5
2617;26;78546;DL3;78951;78961;7896,1
2618;5;78551;DL3;78956;78966;7896,6
2619;18;78569;DL3;78974;78984;7898,4
2620;21;78590;DL3;78995;79005;7900,5
2621;12;78602;DL2;79007;79017;7901,7
2622;24;78626;DL2;79031;79041;7904,1
2623;44;78670;DL2;79075;79085;7908,5
2624;24;78694;DL2;79099;79109;7910,9
2625;28;78722;DL1;79127;79137;7913,7
2626;13;78735;DL3;79140;79150;7915
2627;23;78758;DL3;79163;79173;7917,3
2628;12;78770;DL3;79175;79185;7918,5
2629;15;78785;DL3;79190;79200;7920
2630;17;78802;DL3;79207;79217;7921,7
2631;12;78814;LIMBO;79219;79229;7922,9
