num,length,end,level
1244,9,39564,DL1
1245,7,39571,DL1
1246,9,39580,DL1
1247,7,39587,DL1
1248,9,39596,DL1
1249,12,39608,DL1
1250,15,39623,DL1
1251,6,39629,DL1
1252,33,39662,DL1
1253,9,39671,DL1
1254,6,39677,DL1
1255,16,39693,DL1
1256,7,39700,DL1
1257,9,39709,DL1
1258,11,39720,DL1
1259,8,39728,DL1
1260,7,39735,DL1
1261,6,39741,DL1
1262,8,39749,DL1
1263,9,39758,DL1
1264,9,39767,DL1
1265,6,39773,DL1
1266,11,39784,DL1
1267,11,39795,DL1
1268,10,39805,DL1
1269,11,39816,DL1
1270,10,39826,DL1
1271,8,39834,DL1
1272,10,39844,DL1
1273,15,39859,DL1
1274,9,39868,DL1
1275,33,39901,DL1
1276,7,39908,DL1
1277,53,39961,DL1
1278,14,39975,DL1
1279,48,40023,DL1
1280,34,40057,DL1
1281,76,40133,DL1
1282,30,40163,DL1
1283,40,40203,DL1
1284,77,40280,DL1
1285,29,40309,DL1
1286,64,40373,DL1
1287,9,40382,DL1
1288,38,40420,DL1
1289,36,40456,DL1
1290,28,40484,DL1
1291,108,40592,DL1
1292,15,40607,DL1
1293,33,40640,DL1
1294,176,40816,DL1
1295,19,40835,DL1
1296,8,40843,DL1
1297,138,40981,DL1
1298,33,41014,DL1
1299,46,41060,DL1
1300,23,41083,DL1
1301,15,41098,DL1
1302,32,41130,DL1
1303,22,41152,DL1
1304,76,41228,DL1
1305,66,41294,DL1
1306,80,41374,DL1
1307,22,41396,DL1
1308,10,41406,DL1
1309,17,41423,DL1
1310,83,41506,DL1
1311,71,41577,DL1
1312,25,41602,DL1
1313,70,41672,DL1
1314,66,41738,DL1
1315,64,41802,DL1
1316,17,41819,DL1
1317,66,41885,DL1
1318,31,41916,DL1
1319,9,41925,DL1
1320,11,41936,DL1
1321,98,42034,DL1
1322,43,42077,DL1
1323,58,42135,DL1
1324,46,42181,DL1
1325,29,42210,DL1
1326,17,42227,DL1
1327,28,42255,DL1
1328,22,42277,DL1
1329,27,42304,DL1
1330,28,42332,DL1
1331,41,42373,DL1
1332,43,42416,DL1
1333,19,42435,DL1
1334,41,42476,DL1
1335,38,42514,DL1
1336,35,42549,DL1
1337,37,42586,DL1
1338,23,42609,DL1
1339,15,42624,DL1
1340,23,42647,DL1
1341,12,42659,DL1
1342,114,42773,DL1
1343,29,42802,DL1
1344,26,42828,DL1
1345,15,42843,DL1
1346,37,42880,DL1
1347,49,42929,DL1
1348,70,42999,DL1
1349,193,43192,DL1
1350,10,43202,DL1
1351,41,43243,DL1
1352,19,43262,DL1
1353,43,43305,DL1
1354,74,43379,DL1
1355,22,43401,DL1
1356,42,43443,DL1
1357,18,43461,DL1
1358,62,43523,DL1
1359,24,43547,DL1
1360,28,43575,DL1
1361,15,43590,DL1
1362,21,43611,DL1
1363,13,43624,DL1
1364,12,43636,DL1
1365,31,43667,DL1
1366,77,43744,DL1
1367,41,43785,DL1
1368,50,43835,DL1
1369,24,43859,DL1
1370,30,43889,DL1
1371,17,43906,DL1
1372,25,43931,DL1
1373,109,44040,DL1
1374,36,44076,DL1
1375,29,44105,DL1
1376,19,44124,DL1
1377,45,44169,DL1
1378,16,44185,DL1
1379,24,44209,DL1
1380,46,44255,DL1
1381,21,44276,DL1
1382,31,44307,DL1
1383,26,44333,DL1
1384,28,44361,DL1
1385,41,44402,DL1
1386,41,44443,DL1
1387,32,44475,DL1
1388,93,44568,DL1
1389,46,44614,DL1
1390,38,44652,DL1
1391,240,44892,DL1
1392,36,44928,DL1
1393,14,44942,DL1
1394,13,44955,DL1
1395,46,45001,DL1
1396,27,45028,DL1
1397,25,45053,DL1
1398,27,45080,DL1
1399,22,45102,DL1
1400,27,45129,DL1
1401,18,45147,DL1
1402,21,45168,DL1
1403,20,45188,DL1
1404,188,45376,DL1
1405,30,45406,DL1
1406,45,45451,DL1
1407,18,45469,COBB
1408,25,45494,COBB
1409,50,45544,COBB
1410,34,45578,DL1
1411,47,45625,COBB
1412,32,45657,COBB
1413,18,45675,DL1
1414,40,45715,DL1
1415,75,45790,DL1
1416,18,45808,DL1
1417,17,45825,COBB
1418,39,45864,COBB
1419,34,45898,DL1
1420,15,45913,DL1
1421,17,45930,COBB
1422,25,45955,COBB
1423,21,45976,COBB
1424,23,45999,COBB
1425,15,46014,COBB
1426,18,46032,COBB
1427,47,46079,COBB
1428,37,46116,DL1
1429,22,46138,DL1
1430,43,46181,DL1
1431,31,46212,COBB
1432,49,46261,COBB
1433,33,46294,COBB
1434,29,46323,DL1
1435,34,46357,COBB
1436,81,46438,COBB
1437,143,46581,DL1
1438,65,46646,COBB
1439,13,46659,COBB
1440,64,46723,COBB
1441,14,46737,COBB
1442,19,46756,COBB
1443,13,46769,COBB
1444,17,46786,COBB
1445,28,46814,COBB
1446,84,46898,DL1
1447,41,46939,COBB
1448,26,46965,COBB
1449,33,46998,COBB
1450,16,47014,COBB
1451,15,47029,COBB
1452,17,47046,COBB
1453,10,47056,COBB
1454,22,47078,COBB
1455,27,47105,COBB
1456,14,47119,COBB
1457,16,47135,COBB
1458,16,47151,COBB
1459,24,47175,COBB
1460,26,47201,COBB
1461,31,47232,COBB
1462,27,47259,COBB
1463,38,47297,COBB
1464,32,47329,COBB
1465,143,47472,COBB
1466,47,47519,COBB
1467,5,47524,COBB
1468,8,47532,COBB
1469,26,47558,COBB
1470,42,47600,COBB
1471,53,47653,COBB
1472,28,47681,COBB
1473,46,47727,COBB
1474,23,47750,COBB
1475,54,47804,COBB
1476,42,47846,COBB
1477,17,47863,COBB
1478,19,47882,COBB
1479,62,47944,COBB
1480,20,47964,COBB
1481,81,48045,COBB
1482,22,48067,COBB
1483,15,48082,COBB
1484,17,48099,COBB
1485,9,48108,COBB
1486,44,48152,COBB
1487,18,48170,COBB
1488,25,48195,COBB
1489,23,48218,COBB
1490,18,48236,COBB
1491,11,48247,COBB
1492,9,48256,COBB
1493,11,48267,COBB
1494,15,48282,COBB
1495,11,48293,COBB
1496,32,48325,COBB
1497,7,48332,COBB
1498,7,48339,COBB
1499,9,48348,COBB
1500,21,48369,COBB
1501,15,48384,DL1
1502,21,48405,DL1
1503,30,48435,DL1
1504,15,48450,DL1
1505,27,48477,COBB
1506,21,48498,COBB
1507,12,48510,COBB
1508,18,48528,COBB
1509,11,48539,COBB
1510,12,48551,COBB
1511,7,48558,COBB
1512,26,48584,COBB
1513,14,48598,COBB
1514,12,48610,COBB
1515,12,48622,COBB
1516,40,48662,COBB
1517,21,48683,COBB
1518,22,48705,DL1
1519,25,48730,DL1
1520,19,48749,DL1
1521,35,48784,DL1
1522,38,48822,DL1
1523,53,48875,DL1
1524,44,48919,DL1
1525,57,48976,DL1
1526,19,48995,DL1
1527,20,49015,DL1
1528,10,49025,DL1
1529,8,49033,DL1
1530,13,49046,DL1
1531,147,49193,DL1
1532,27,49220,DL1
1533,61,49281,DL1
1534,18,49299,DL1
1535,56,49355,DL1
1536,19,49374,DL1
1537,38,49412,DL1
1538,14,49426,DL1
1539,73,49499,DL1
1540,139,49638,DL1
1541,18,49656,DL1
1542,37,49693,DL1
1543,10,49703,DL1
1544,22,49725,DL1
1545,6,49731,DL1
1546,26,49757,DL1
1547,16,49773,DL1
1548,10,49783,DL1
1549,7,49790,DL1
1550,25,49815,DL1
1551,10,49825,DL1
1552,11,49836,DL1
1553,18,49854,DL1
1554,6,49860,DL1
1555,11,49871,DL1
1556,30,49901,DL1
1557,12,49913,DL1
1558,52,49965,DL1
1559,7,49972,DL1
1560,34,50006,DL1
1561,9,50015,DL1
1562,16,50031,DL1
1563,27,50058,DL1
1564,99,50157,DL1
1565,8,50165,DL1
1566,27,50192,DL1
1567,48,50240,DL1
1568,45,50285,DL1
1569,22,50307,DL1
1570,18,50325,DL1
1571,74,50399,DL1
1572,21,50420,DL1
1573,12,50432,DL1
1574,20,50452,DL1
1575,10,50462,DL1
1576,10,50472,DL1
1577,12,50484,DL1
1578,54,50538,DL1
1579,24,50562,DL1
1580,37,50599,DL1
1581,22,50621,DL1
1582,12,50633,DL1
1583,33,50666,DL1
1584,41,50707,DL1
1585,17,50724,DL1
1586,36,50760,DL1
1587,13,50773,DL1
1588,15,50788,DL1
1589,20,50808,DL1
1590,12,50820,DL1
1591,10,50830,DL1
1592,7,50837,DL1
1593,9,50846,DL1
1594,15,50861,DL1
1595,6,50867,DL1
1596,5,50872,DL1
1597,44,50916,DL2
1598,22,50938,DL2
1599,46,50984,DL2
1600,30,51014,DL2
1601,23,51037,DL2
1602,50,51087,DL2
1603,59,51146,DL2
1604,30,51176,DL2
1605,33,51209,DL2
1606,15,51224,DL2
1607,25,51249,DL2
1608,26,51275,DL2
1609,29,51304,DL2
1610,18,51322,DL2
1611,11,51333,DL2
1612,22,51355,DL2
1613,24,51379,DL2
1614,33,51412,DL2
1615,65,51477,DL2
1616,48,51525,DL2
1617,33,51558,DL2
1618,118,51676,DL2
1619,35,51711,DL2
1620,15,51726,DL2
1621,12,51738,DL2
1622,25,51763,DL2
1623,25,51788,DL2
1624,20,51808,DL2
1625,22,51830,DL2
1626,54,51884,DL2
1627,25,51909,DL2
1628,10,51919,DL1
1629,8,51927,DL1
1630,18,51945,DL1
1631,10,51955,DL1
1632,9,51964,DL1
1633,15,51979,DL2
1634,46,52025,DL2
1635,26,52051,DL2
1636,14,52065,DL2
1637,64,52129,DL2
1638,13,52142,DL2
1639,19,52161,DL2
1640,11,52172,DL2
1641,24,52196,DL2
1642,42,52238,DL2
1643,21,52259,DL2
1644,51,52310,DL2
1645,79,52389,DL2
1646,53,52442,DL2
1647,34,52476,DL2
1648,13,52489,DL2
1649,8,52497,DL2
1650,13,52510,DL2
1651,19,52529,DL2
1652,13,52542,DL2
1653,16,52558,DL2
1654,7,52565,DL2
1655,9,52574,DL2
1656,106,52680,DL2
1657,10,52690,DL2
1658,7,52697,DL2
1659,39,52736,DL2
1660,16,52752,DL2
1661,23,52775,DL2
1662,17,52792,DL2
1663,21,52813,DL2
1664,24,52837,DL2
1665,37,52874,DL2
1666,12,52886,DL2
1667,9,52895,DL2
1668,6,52901,DL2
1669,47,52948,DL2
1670,13,52961,DL1
1671,7,52968,DL1
1672,7,52975,DL1
1673,8,52983,DL1
1674,31,53014,DL1
1675,26,53040,DL2
1676,39,53079,DL2
1677,23,53102,DL2
1678,13,53115,DL2
1679,58,53173,DL2
1680,17,53190,DL2
1681,17,53207,DL2
1682,14,53221,DL2
1683,149,53370,DL2
1684,12,53382,DL1
1685,11,53393,DL1
1686,16,53409,DL1
1687,29,53438,DL1
1688,20,53458,DL1
1689,23,53481,DL1
1690,24,53505,DL2
1691,29,53534,DL2
1692,27,53561,DL2
1693,14,53575,DL2
1694,18,53593,DL2
1695,16,53609,DL2
1696,12,53621,DL2
1697,17,53638,DL2
1698,142,53780,DL2
1699,24,53804,DL2
1700,101,53905,DL2
1701,57,53962,DL2
1702,65,54027,DL2
1703,66,54093,DL2
1704,15,54108,DL2
1705,12,54120,DL2
1706,45,54165,DL2
1707,21,54186,DL2
1708,13,54199,DL2
1709,26,54225,DL2
1710,42,54267,DL2
1711,26,54293,DL2
1712,12,54305,DL2
1713,15,54320,DL2
1714,8,54328,DL2
1715,8,54336,DL2
1716,11,54347,DL2
1717,5,54352,DL2
1718,5,54357,DL2
1719,6,54363,DL2
1720,5,54368,DL2
1721,20,54388,DL2
1722,52,54440,DL2
1723,12,54452,DL2
1724,28,54480,DL2
1725,40,54520,DL2
1726,21,54541,DL2
1727,24,54565,DL2
1728,40,54605,DL2
1729,52,54657,DL2
1730,49,54706,DL2
1731,56,54762,DL2
1732,39,54801,DL2
1733,26,54827,DL2
1734,18,54845,DL2
1735,43,54888,DL2
1736,39,54927,DL2
1737,35,54962,DL2
1738,13,54975,DL2
1739,14,54989,DL2
1740,10,54999,DL2
1741,37,55036,DL2
1742,33,55069,DL2
1743,13,55082,DL2
1744,156,55238,DL2
1745,65,55303,DL2
1746,39,55342,DL2
1747,83,55425,DL2
1748,92,55517,DL2
1749,11,55528,DL2
1750,21,55549,DL2
1751,49,55598,DL2
1752,53,55651,DL2
1753,16,55667,DL2
1754,72,55739,DL2
1755,66,55805,DL2
1756,26,55831,DL2
1757,14,55845,DL2
1758,12,55857,DL2
1759,45,55902,DL2
1760,26,55928,DL2
1761,15,55943,DL2
1762,42,55985,DL2
1763,93,56078,DL2
1764,16,56094,DL2
1765,43,56137,DL2
1766,15,56152,DL2
1767,54,56206,DL2
1768,11,56217,DL2
1769,55,56272,DL2
1770,35,56307,DL2
1771,26,56333,DL2
1772,77,56410,DL2
1773,21,56431,DL2
1774,16,56447,DL2
1775,10,56457,DL2
1776,11,56468,DL2
1777,16,56484,DL2
1778,16,56500,DL2
1779,8,56508,DL2
1780,18,56526,DL2
1781,14,56540,DL2
1782,23,56563,DL2
1783,26,56589,DL2
1784,31,56620,DL2
1785,23,56643,DL2
1786,10,56653,DL2
1787,60,56713,DL2
1788,120,56833,DL2
1789,6,56839,DL2
1790,24,56863,DL2
1791,29,56892,DL2
1792,7,56899,DL2
1793,22,56921,DL2
1794,31,56952,DL2
1795,16,56968,DL2
1796,49,57017,DL2
1797,24,57041,DL2
1798,20,57061,DL2
1799,25,57086,DL2
1800,39,57125,DL2
1801,48,57173,DL2
1802,24,57197,DL2
1803,44,57241,DL2
1804,16,57257,DL2
1805,23,57280,DL2
1806,16,57296,DL2
1807,56,57352,DL2
1808,118,57470,DL2
1809,91,57561,DL2
1810,17,57578,DL2
1811,32,57610,DL2
1812,35,57645,DL2
1813,16,57661,DL2
1814,30,57691,DL2
1815,25,57716,DL2
1816,33,57749,DL2
1817,31,57780,DL2
1818,22,57802,DL2
1819,17,57819,DL2
1820,32,57851,DL2
1821,74,57925,DL2
1822,15,57940,DL2
1823,20,57960,DL2
1824,28,57988,DL2
1825,25,58013,DL2
1826,20,58033,DL2
1827,13,58046,DL2
1828,33,58079,DL2
1829,35,58114,DL2
1830,103,58217,DL2
1831,20,58237,DL2
1832,39,58276,DL3
1833,71,58347,DL3
1834,15,58362,DL3
1835,70,58432,DL3
1836,14,58446,DL3
1837,24,58470,DL3
1838,43,58513,DL2
1839,10,58523,DL1
1840,32,58555,DL1
1841,9,58564,DL1
1842,26,58590,DL2
1843,13,58603,DL2
1844,49,58652,DL2
1845,18,58670,DL2
1846,17,58687,DL2
1847,16,58703,DL2
1848,29,58732,DL2
1849,14,58746,DL1
1850,10,58756,DL1
1851,17,58773,DL1
1852,39,58812,DL1
1853,34,58846,DL1
1854,18,58864,DL1
1855,31,58895,DL2
1856,29,58924,DL2
1857,9,58933,DL2
1858,23,58956,DL1
1859,7,58963,DL1
1860,8,58971,DL1
1861,6,58977,DL1
1862,26,59003,DL1
1863,10,59013,DL1
1864,6,59019,DL1
1865,8,59027,DL1
1866,7,59034,DL1
1867,6,59040,DL1
1868,5,59045,DL1
1869,5,59050,DL1
1870,11,59061,DL1
1871,5,59066,DL1
1872,6,59072,DL1
1873,10,59082,DL1
1874,7,59089,DL2
1875,5,59094,DL2
1876,8,59102,DL1
1877,22,59124,DL1
1878,23,59147,DL1
1879,13,59160,DL2
1880,29,59189,DL2
1881,12,59201,DL2
1882,6,59207,DL2
1883,8,59215,DL2
1884,11,59226,DL2
1885,17,59243,DL2
1886,12,59255,DL2
1887,12,59267,DL1
1888,11,59278,DL1
1889,8,59286,DL1
1890,10,59296,DL1
1891,10,59306,DL1
1892,12,59318,DL1
1893,8,59326,DL1
1894,22,59348,DL1
1895,11,59359,DL1
1896,13,59372,DL1
1897,11,59383,DL2
1898,170,59553,DL2
1899,21,59574,DL1
1900,17,59591,DL2
1901,13,59604,DL2
1902,8,59612,DL2
1903,9,59621,DL2
1904,10,59631,DL2
1905,12,59643,DL2
1906,16,59659,DL1
1907,30,59689,DL2
1908,6,59695,DL2
1909,15,59710,DL2
1910,18,59728,DL2
1911,14,59742,DL2
1912,13,59755,DL2
1913,9,59764,DL2
1914,17,59781,DL1
1915,80,59861,DL2
1916,22,59883,DL1
1917,19,59902,DL1
1918,7,59909,DL2
1919,7,59916,DL2
1920,6,59922,DL2
1921,8,59930,DL2
1922,8,59938,DL2
1923,42,59980,DL2
1924,64,60044,DL1
1925,18,60062,DL1
1926,23,60085,DL1
1927,17,60102,DL2
1928,44,60146,DL2
1929,84,60230,DL3
1930,43,60273,DL3
1931,17,60290,DL3
1932,19,60309,DL3
1933,27,60336,DL3
1934,12,60348,DL3
1935,10,60358,DL3
1936,8,60366,DL3
1937,27,60393,DL3
1938,16,60409,DL3
1939,16,60425,DL3
1940,20,60445,DL3
1941,10,60455,DL3
1942,8,60463,DL3
1943,19,60482,DL3
1944,15,60497,DL3
1945,19,60516,DL3
1946,61,60577,DL3
1947,31,60608,DL3
1948,27,60635,DL3
1949,98,60733,DL1
1950,24,60757,DL1
1951,22,60779,DL1
1952,11,60790,DL1
1953,9,60799,DL1
1954,26,60825,DL1
1955,39,60864,DL1
1956,11,60875,DL1
1957,11,60886,DL1
1958,33,60919,DL1
1959,24,60943,DL1
1960,10,60953,DL1
1961,23,60976,DL1
1962,22,60998,DL1
1963,31,61029,DL3
1964,33,61062,DL3
1965,27,61089,DL3
1966,12,61101,DL3
1967,24,61125,DL3
1968,17,61142,DL3
1969,9,61151,DL3
1970,17,61168,DL3
1971,29,61197,DL3
1972,13,61210,DL3
1973,13,61223,DL3
1974,51,61274,DL3
1975,21,61295,DL1
1976,35,61330,DL1
1977,13,61343,DL1
1978,11,61354,DL1
1979,12,61366,DL1
1980,9,61375,DL1
1981,12,61387,DL1
1982,31,61418,DL1
1983,11,61429,DL1
1984,15,61444,DL1
1985,18,61462,DL1
1986,21,61483,DL1
1987,11,61494,DL1
1988,21,61515,DL1
1989,47,61562,DL1
1990,22,61584,DL2
1991,35,61619,DL2
1992,29,61648,DL3
1993,16,61664,DL3
1994,32,61696,DL3
1995,22,61718,DL3
1996,16,61734,DL3
1997,31,61765,DL3
1998,13,61778,DL3
1999,17,61795,DL3
2000,21,61816,DL3
2001,32,61848,DL3
2002,18,61866,DL3
2003,11,61877,DL1
2004,13,61890,DL1
2005,16,61906,DL3
2006,17,61923,DL2
2007,9,61932,DL2
2008,18,61950,DL2
2009,9,61959,DL3
2010,11,61970,DL3
2011,16,61986,DL3
2012,17,62003,DL3
2013,21,62024,DL3
2014,15,62039,DL3
2015,9,62048,DL3
2016,14,62062,DL3
2017,9,62071,DL3
2018,11,62082,DL3
2019,12,62094,DL3
2020,10,62104,DL3
2021,13,62117,DL3
2022,25,62142,DL3
2023,20,62162,DL3
2024,38,62200,DL3
2025,12,62212,DL3
2026,9,62221,DL3
2027,15,62236,DL3
2028,26,62262,DL3
2029,40,62302,DL3
2030,26,62328,DL3
2031,12,62340,DL3
2032,10,62350,DL3
2033,25,62375,DL3
2034,21,62396,DL3
2035,11,62407,DL3
2036,21,62428,DL3
2037,22,62450,DL3
2038,18,62468,DL3
2039,23,62491,DL3
2040,32,62523,DL3
2041,14,62537,DL3
2042,14,62551,DL3
2043,11,62562,DL3
2044,11,62573,DL3
2045,9,62582,DL3
2046,12,62594,DL3
2047,11,62605,DL3
2048,15,62620,DL3
2049,12,62632,DL3
2050,9,62641,DL3
2051,18,62659,DL3
2052,13,62672,DL3
2053,9,62681,DL3
2054,8,62689,DL3
2055,6,62695,DL3
2056,5,62700,DL3
2057,13,62713,DL1
2058,19,62732,DL1
2059,8,62740,DL1
2060,8,62748,DL2
2061,5,62753,DL2
2062,13,62766,DL2
2063,16,62782,DL2
2064,21,62803,DL2
2065,120,62923,DL2
2066,17,62940,DL1
2067,13,62953,DL1
2068,10,62963,DL1
2069,9,62972,DL1
2070,8,62980,DL1
2071,11,62991,DL2
2072,14,63005,DL1
2073,9,63014,DL1
2074,14,63028,DL1
2075,25,63053,DL1
2076,2,63055,DL2
2077,16,63071,DL3
2078,30,63101,DL1
2079,76,63177,DL3
2080,14,63191,DL3
2081,13,63204,DL3
2082,42,63246,DL3
2083,20,63266,DL3
2084,17,63283,DL3
2085,24,63307,DL3
2086,22,63329,DL3
2087,18,63347,DL3
2088,42,63389,DL3
2089,15,63404,DL3
2090,56,63460,DL3
2091,54,63514,DL3
2092,88,63602,DL3
2093,17,63619,DL3
2094,9,63628,DL3
2095,7,63635,DL3
2096,10,63645,DL3
2097,18,63663,DL3
2098,80,63743,DL3
2099,33,63776,DL3
2100,20,63796,DL3
2101,12,63808,DL3
2102,23,63831,DL1
2103,34,63865,DL1
2104,32,63897,DL1
2105,23,63920,DL1
2106,13,63933,DL1
2107,23,63956,DL2
2108,35,63991,DL2
2109,45,64036,DL2
2110,49,64085,DL2
2111,19,64104,DL2
2112,22,64126,DL2
2113,21,64147,DL2
2114,23,64170,DL3
2115,9,64179,DL3
2116,7,64186,DL3
2117,11,64197,DL3
2118,6,64203,DL3
2119,43,64246,DL3
2120,53,64299,DL3
2121,37,64336,DL3
2122,35,64371,DL3
2123,59,64430,DL3
2124,13,64443,DL3
2125,56,64499,DL3
2126,24,64523,DL3
2127,11,64534,DL3
2128,18,64552,DL3
2129,28,64580,DL3
2130,55,64635,DL3
2131,11,64646,DL3
2132,15,64661,DL3
2133,11,64672,DL3
2134,11,64683,DL3
2135,32,64715,DL3
2136,25,64740,DL3
2137,27,64767,DL3
2138,25,64792,DL3
2139,13,64805,DL3
2140,28,64833,DL3
2141,31,64864,DL3
2142,20,64884,DL2
2143,21,64905,DL2
2144,17,64922,DL2
2145,10,64932,DL2
2146,10,64942,DL2
2147,8,64950,DL2
2148,10,64960,DL2
2149,48,65008,DL2
2150,14,65022,DL2
2151,22,65044,DL2
2152,11,65055,DL2
2153,5,65060,DL2
2154,31,65091,DL2
2155,8,65099,DL2
2156,19,65118,DL2
2157,40,65158,DL2
2158,37,65195,DL2
2159,35,65230,DL2
2160,29,65259,DL3
2161,19,65278,DL3
2162,23,65301,DL3
2163,10,65311,DL3
2164,7,65318,DL3
2165,15,65333,DL3
2166,9,65342,DL3
2167,17,65359,DL3
2168,18,65377,DL3
2169,25,65402,DL3
2170,32,65434,DL1
2171,22,65456,DL1
2172,42,65498,DL2
2173,21,65519,DL2
2174,39,65558,DL2
2175,38,65596,DL3
2176,43,65639,DL3
2177,20,65659,DL3
2178,10,65669,DL3
2179,17,65686,DL3
2180,19,65705,DL3
2181,16,65721,DL3
2182,12,65733,DL3
2183,9,65742,DL3
2184,8,65750,DL3
2185,16,65766,DL3
2186,10,65776,DL3
2187,10,65786,DL3
2188,13,65799,DL3
2189,15,65814,DL3
2190,27,65841,DL2
2191,69,65910,DL2
2192,27,65937,DL2
2193,26,65963,DL2
2194,14,65977,DL2
2195,27,66004,DL2
2196,83,66087,DL3
2197,27,66114,DL3
2198,27,66141,DL3
2199,20,66161,DL3
2200,20,66181,DL3
2201,21,66202,DL2
2202,17,66219,DL2
2203,39,66258,DL2
2204,62,66320,DL3
2205,129,66449,DL3
2206,12,66461,DL3
2207,9,66470,DL3
2208,9,66479,DL3
2209,8,66487,DL3
2210,9,66496,DL3
2211,6,66502,DL3
2212,7,66509,DL3
2213,18,66527,DL3
2214,6,66533,DL3
2215,10,66543,DL3
2216,5,66548,DL3
2217,35,66583,DL3
2218,51,66634,DL2
2219,33,66667,DL2
2220,23,66690,DL3
2221,27,66717,DL3
2222,75,66792,DL3
2223,20,66812,DL3
2224,17,66829,DL3
2225,11,66840,DL3
2226,46,66886,DL3
2227,12,66898,DL3
2228,15,66913,DL3
2229,11,66924,DL3
2230,11,66935,DL3
2231,15,66950,DL3
2232,13,66963,DL3
2233,16,66979,DL3
2234,21,67000,DL3
2235,32,67032,DL3
2236,19,67051,DL3
2237,18,67069,DL3
2238,15,67084,DL3
2239,23,67107,DL3
2240,19,67126,DL3
2241,17,67143,DL3
2242,23,67166,DL3
2243,14,67180,DL3
2244,7,67187,DL3
2245,9,67196,DL3
2246,10,67206,DL3
2247,11,67217,DL3
2248,13,67230,DL3
2249,35,67265,DL3
2250,16,67281,DL3
2251,39,67320,DL3
2252,27,67347,DL2
2253,67,67414,DL2
2254,21,67435,DL2
2255,8,67443,DL3
2256,22,67465,DL3
2257,25,67490,DL3
2258,41,67531,DL3
2259,113,67644,DL3
2260,31,67675,DL3
2261,13,67688,DL3
2262,27,67715,DL3
2263,16,67731,DL3
2264,40,67771,DL3
2265,22,67793,DL3
2266,13,67806,DL3
2267,34,67840,DL3
2268,28,67868,DL3
2269,55,67923,DL3
2270,9,67932,DL3
2271,11,67943,DL3
2272,11,67954,DL3
2273,17,67971,DL3
2274,31,68002,DL3
2275,11,68013,DL3
2276,9,68022,DL3
2277,12,68034,DL3
2278,11,68045,DL3
2279,17,68062,DL3
2280,20,68082,DL3
2281,16,68098,DL3
2282,23,68121,DL3
2283,85,68206,DL3
2284,13,68219,DL3
2285,78,68297,DL3
2286,38,68335,DL3
2287,18,68353,DL3
2288,34,68387,DL3
2289,20,68407,DL3
2290,63,68470,DL3
2291,94,68564,DL3
2292,26,68590,DL3
2293,19,68609,DL3
2294,45,68654,DL3
2295,15,68669,DL3
2296,22,68691,DL3
2297,23,68714,DL3
2298,15,68729,LIMBO
2299,79,68808,LIMBO
2300,37,68845,LIMBO
2301,35,68880,LIMBO
2302,51,68931,LIMBO
2303,33,68964,LIMBO
2304,31,68995,LIMBO
2305,21,69016,LIMBO
2306,70,69086,LIMBO
2307,103,69189,LIMBO
2308,26,69215,DL1
2309,30,69245,DL1
2310,21,69266,DL1
2311,59,69325,DL2
2312,92,69417,DL2
2313,41,69458,DL3
2314,18,69476,DL3
2315,31,69507,DL3
2316,13,69520,DL3
2317,13,69533,DL3
2318,22,69555,DL3
2319,26,69581,DL3
2320,14,69595,DL3
2321,20,69615,DL3
2322,36,69651,DL3
2323,11,69662,DL3
2324,13,69675,DL3
2325,9,69684,DL3
2326,10,69694,DL3
2327,69,69763,DL3
2328,59,69822,DL3
2329,87,69909,LIMBO
2330,126,70035,LIMBO
2331,55,70090,LIMBO
2332,36,70126,LIMBO
2333,17,70143,LIMBO
2334,14,70157,LIMBO
2335,23,70180,LIMBO
2336,68,70248,LIMBO
2337,55,70303,DL2
2338,103,70406,DL2
2339,26,70432,DL2
2340,10,70442,DL2
2341,14,70456,DL2
2342,23,70479,DL2
2343,74,70553,LIMBO
2344,33,70586,LIMBO
2345,19,70605,LIMBO
2346,33,70638,LIMBO
2347,32,70670,LIMBO
2348,29,70699,LIMBO
2349,24,70723,LIMBO
2350,29,70752,LIMBO
2351,19,70771,LIMBO
2352,30,70801,LIMBO
2353,21,70822,LIMBO
2354,30,70852,LIMBO
2355,34,70886,LIMBO
2356,74,70960,LIMBO
2357,37,70997,DL3
2358,21,71018,DL3
2359,9,71027,DL3
2360,8,71035,DL3
2361,9,71044,DL3
2362,56,71100,DL2
2363,31,71131,DL2
2364,155,71286,DL2
2365,36,71322,DL2
2366,22,71344,LIMBO
2367,28,71372,LIMBO
2368,11,71383,LIMBO
2369,26,71409,LIMBO
2370,24,71433,LIMBO
2371,35,71468,LIMBO
2372,30,71498,DL3
2373,13,71511,DL3
2374,12,71523,DL3
2375,11,71534,DL3
2376,44,71578,DL3
2377,34,71612,LIMBO
2378,40,71652,LIMBO
2379,35,71687,LIMBO
2380,63,71750,LIMBO
2381,59,71809,LIMBO
2382,35,71844,LIMBO
2383,54,71898,LIMBO
2384,36,71934,LIMBO
2385,66,72000,LIMBO
2386,23,72023,LIMBO
2387,24,72047,LIMBO
2388,91,72138,LIMBO
2389,34,72172,LIMBO
2390,90,72262,LIMBO
2391,43,72305,LIMBO
2392,14,72319,DL3
2393,13,72332,DL3
2394,10,72342,DL3
2395,15,72357,DL3
2396,8,72365,DL3
2397,10,72375,DL3
2398,22,72397,DL3
2399,22,72419,DL2
2400,37,72456,DL2
